Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,emb_idx
hoover,0,3.76,1.23,4,29,0.86,162,0,17443
human,0,4.93,0.26,0,28,1.0,6363,Adjective,2529
ginger,0,4.92,0.27,0,26,1.0,327,Adjective,14580
cardboard,0,4.9,0.41,0,29,1.0,138,Adjective,19747
olive,0,4.9,0.31,0,30,1.0,375,Adjective,9724
rubber,0,4.86,0.74,0,29,1.0,714,Adjective,8903
eucalyptus,0,4.77,0.57,0,30,1.0,25,Adjective,27111
liquid,0,4.72,0.54,0,25,1.0,395,Adjective,6381
canine,0,4.71,0.6,0,28,1.0,86,Adjective,28735
soy,0,4.7,0.6,0,30,1.0,118,Adjective,25176
bald,0,4.69,0.47,0,26,1.0,496,Adjective,13852
orange,0,4.66,0.9,0,29,1.0,1138,Adjective,4589
barefoot,0,4.62,0.68,0,29,1.0,121,Adjective,22985
bearded,0,4.62,0.7,1,27,0.96,65,Adjective,23905
wooden,0,4.61,0.63,0,28,1.0,367,Adjective,4799
concrete,0,4.59,1.05,0,27,1.0,379,Adjective,5509
pregnant,0,4.59,0.89,0,27,1.0,2653,Adjective,6875
female,0,4.57,0.88,0,28,1.0,1612,Adjective,2931
blonde,0,4.52,1.09,0,29,1.0,710,Adjective,9081
fat,0,4.52,0.85,0,27,1.0,4051,Adjective,6638
naked,0,4.5,1.0,0,28,1.0,2002,Adjective,6248
hairy,0,4.48,0.98,0,27,1.0,322,Adjective,15892
wet,0,4.46,0.58,0,28,1.0,2000,Adjective,4954
wooded,0,4.46,0.84,0,28,1.0,17,Adjective,17172
male,0,4.45,1.02,0,29,1.0,1731,Adjective,3287
solid,0,4.42,0.81,0,26,1.0,998,Adjective,5024
blond,0,4.41,1.12,2,29,0.93,533,Adjective,8855
roast,0,4.4,0.97,0,30,1.0,499,Adjective,25043
newborn,0,4.39,1.03,0,28,1.0,128,Adjective,20662
joint,0,4.37,1.08,0,27,1.0,1405,Adjective,4101
preschool,0,4.37,1.04,0,27,1.0,61,Adjective,23655
frozen,0,4.34,1.2,0,29,1.0,782,Adjective,7708
grassy,0,4.32,1.06,0,28,1.0,32,Adjective,22221
muddy,0,4.32,0.95,0,25,1.0,153,Adjective,15405
rainy,0,4.32,1.02,0,28,1.0,194,Adjective,16373
bottled,0,4.31,1.19,0,26,1.0,133,Adjective,26071
hot,0,4.31,1.0,0,29,1.0,9682,Adjective,2980
giant,0,4.3,1.22,1,24,0.96,1380,Adjective,5016
yellow,0,4.3,1.06,0,30,1.0,1724,Adjective,3756
dark,0,4.29,1.15,0,28,1.0,4519,Adjective,2601
decimal,0,4.29,1.15,0,28,1.0,42,Adjective,26066
wrinkled,0,4.29,1.16,0,31,1.0,86,Adjective,15968
abdominal,0,4.28,1.16,0,29,1.0,174,Adjective,21419
nude,0,4.28,1.1,0,29,1.0,301,Adjective,15287
marine,0,4.25,1.11,0,28,1.0,718,Adjective,3884
snowy,0,4.25,0.97,0,28,1.0,54,Adjective,20981
red,0,4.24,1.36,0,25,1.0,7551,Adjective,2417
dirty,0,4.23,1.14,0,26,1.0,3389,Adjective,6530
icy,0,4.22,0.97,0,27,1.0,135,Adjective,13580
padded,0,4.21,1.01,0,29,1.0,55,Adjective,20633
sunny,0,4.2,1.12,0,25,1.0,391,Adjective,11559
automotive,0,4.19,1.11,0,27,1.0,33,Adjective,12945
baked,0,4.19,1.0,0,27,1.0,341,Adjective,17776
sweaty,0,4.18,1.06,1,29,0.97,226,Adjective,19889
naval,0,4.14,1.16,0,29,1.0,292,Adjective,3987
tanned,0,4.14,1.24,0,28,1.0,31,Adjective,25973
silky,0,4.12,0.99,0,26,1.0,40,Adjective,18848
fried,0,4.11,1.05,0,27,1.0,518,Adjective,13017
grey,0,4.11,1.37,0,28,1.0,469,Adjective,4462
rectangular,0,4.11,1.17,0,28,1.0,22,Adjective,10806
sole,0,4.11,1.22,0,27,1.0,268,Adjective,7082
bloody,0,4.08,1.25,0,24,1.0,1962,Adjective,6703
bathing,0,4.07,0.96,0,27,1.0,379,Adjective,17573
dead,0,4.07,1.27,0,28,1.0,22898,Adjective,2757
green,0,4.07,1.22,0,29,1.0,3696,Adjective,2665
taller,0,4.07,1.11,1,28,0.96,284,Adjective,12283
triangular,0,4.07,1.2,0,30,1.0,12,Adjective,14023
underground,0,4.07,1.17,0,27,1.0,613,Adjective,5230
ceramic,0,4.04,1.11,0,26,1.0,62,Adjective,14692
freezing,0,4.04,1.14,0,28,1.0,680,Adjective,12809
glazed,0,4.04,0.96,1,27,0.96,50,Adjective,19724
oval,0,4.04,1.4,0,24,1.0,69,Adjective,9242
purple,0,4.04,1.43,0,28,1.0,629,Adjective,6379
smoky,0,4.04,1.32,1,29,0.97,34,Adjective,20629
striped,0,4.04,1.19,1,28,0.96,87,Adjective,17983
blind,0,4.03,1.15,0,29,1.0,2337,Adjective,6397
metallic,0,4.03,1.02,0,29,1.0,67,Adjective,12392
cloudy,0,4.0,1.31,0,29,1.0,110,Adjective,24706
colored,0,4.0,1.07,0,27,1.0,377,Adjective,6910
comic,0,4.0,1.25,0,28,1.0,552,Adjective,5021
evergreen,0,4.0,1.39,0,27,1.0,10,Adjective,16899
horned,0,4.0,1.22,0,29,1.0,27,Adjective,26808
military,0,4.0,1.13,0,31,1.0,2103,Adjective,2510
moist,0,4.0,0.98,0,28,1.0,92,Adjective,11052
plump,0,4.0,1.11,1,28,0.96,75,Adjective,26731
solar,0,4.0,1.07,0,27,1.0,236,Adjective,5943
sweet,0,4.0,1.13,0,29,1.0,7405,Adjective,4086
thick,0,4.0,0.95,0,30,1.0,713,Adjective,4317
deceased,0,3.97,1.22,0,30,1.0,321,Adjective,10181
diagonal,0,3.96,1.26,0,28,1.0,27,Adjective,19754
equestrian,0,3.96,1.2,1,29,0.97,20,Adjective,19191
flaming,0,3.96,1.19,0,27,1.0,130,Adjective,19091
furry,0,3.96,1.3,0,23,1.0,122,Adjective,28662
fuzzy,0,3.96,1.18,2,28,0.93,297,Adjective,18001
hind,0,3.96,1.43,2,29,0.93,125,Adjective,17666
juicy,0,3.96,1.09,0,27,1.0,219,Adjective,28900
stormy,0,3.96,1.13,0,27,1.0,74,Adjective,24166
stationary,0,3.95,1.0,0,22,1.0,49,Adjective,17337
slippery,0,3.94,1.12,0,31,1.0,225,Adjective,22274
handheld,0,3.93,1.33,0,27,1.0,20,Adjective,27291
inflated,0,3.93,0.94,0,28,1.0,26,Adjective,29561
interstate,0,3.93,1.46,0,30,1.0,110,Adjective,7553
northeastern,0,3.93,1.2,0,30,1.0,16,Adjective,8763
outdoor,0,3.93,1.19,0,29,1.0,93,Adjective,7254
pink,0,3.93,1.33,0,28,1.0,1452,Adjective,5061
salty,0,3.93,1.44,0,28,1.0,127,Adjective,23592
scrambled,0,3.93,0.94,0,30,1.0,367,Adjective,13501
slim,0,3.93,1.08,0,30,1.0,605,Adjective,11754
watery,0,3.93,1.13,0,29,1.0,36,Adjective,28259
bright,0,3.92,0.93,0,26,1.0,2265,Adjective,4408
taut,0,3.92,1.16,2,28,0.93,35,Adjective,21642
hooded,0,3.9,1.32,0,29,1.0,15,Adjective,21592
motorized,0,3.9,1.08,0,29,1.0,15,Adjective,26172
recycled,0,3.9,1.24,0,30,1.0,43,Adjective,22207
round,0,3.9,1.4,0,29,1.0,3393,Adjective,2461
coastal,0,3.89,1.29,0,28,1.0,43,Adjective,5780
white,0,3.89,1.29,0,28,1.0,8744,Adjective,2317
haired,0,3.88,1.37,3,29,0.9,12,Adjective,10681
hilly,0,3.88,1.36,3,28,0.89,62,Adjective,22800
soft,0,3.88,1.45,0,26,1.0,1633,Adjective,3730
rotten,0,3.87,1.48,0,30,1.0,891,Adjective,11083
chemical,0,3.86,1.24,0,28,1.0,579,Adjective,5072
fluffy,0,3.86,1.04,0,28,1.0,185,Adjective,27036
roundabout,0,3.86,1.28,1,22,0.95,22,Adjective,22831
sharp,0,3.86,1.22,0,29,1.0,1213,Adjective,4629
smashing,0,3.86,1.24,0,28,1.0,169,Adjective,21105
windy,0,3.86,1.22,0,29,1.0,134,Adjective,27370
cold,0,3.85,1.3,5,5887,1.0,6638,Adjective,3147
maroon,0,3.84,1.21,0,31,1.0,61,Adjective,22222
nasal,0,3.83,1.26,0,30,1.0,106,Adjective,19077
rough,0,3.83,1.31,0,29,1.0,1907,Adjective,5931
spherical,0,3.83,1.1,0,29,1.0,9,Adjective,18970
thin,0,3.83,1.28,0,29,1.0,1029,Adjective,4857
arched,0,3.82,1.28,0,28,1.0,9,Adjective,9194
greasy,0,3.82,1.33,0,28,1.0,199,Adjective,26484
muscular,0,3.82,1.31,0,28,1.0,79,Adjective,13472
barbed,0,3.81,1.18,1,28,0.96,67,Adjective,25007
damp,0,3.81,1.3,0,27,1.0,149,Adjective,10620
dotted,0,3.81,1.3,1,27,0.96,51,Adjective,20384
floppy,0,3.81,1.3,0,27,1.0,58,Adjective,28491
masked,0,3.81,1.52,0,27,1.0,120,Adjective,16520
runaway,0,3.81,1.24,0,27,1.0,207,Adjective,19050
sectional,0,3.81,1.36,0,27,1.0,14,Adjective,27197
smooth,0,3.81,1.24,0,27,1.0,932,Adjective,5744
onstage,0,3.8,1.32,1,26,0.96,104,Adjective,23542
circular,0,3.79,1.34,2,30,0.93,81,Adjective,8206
crooked,0,3.79,1.14,0,24,1.0,290,Adjective,15274
dusty,0,3.79,1.32,0,28,1.0,283,Adjective,12727
iced,0,3.79,1.2,0,28,1.0,218,Adjective,28248
pale,0,3.79,1.32,0,29,1.0,409,Adjective,5122
steaming,0,3.79,1.23,0,28,1.0,101,Adjective,19986
colorful,0,3.78,1.42,0,27,1.0,163,Adjective,14231
fluorescent,0,3.78,1.34,0,27,1.0,30,Adjective,22184
dry,0,3.77,1.41,0,30,1.0,2184,Adjective,4318
stable,0,3.77,1.41,0,30,1.0,673,Adjective,6540
black,0,3.76,1.64,0,29,1.0,8565,Adjective,2304
blue,0,3.76,1.45,0,25,1.0,5222,Adjective,2630
hard,0,3.76,1.3,0,29,1.0,15700,Adjective,2524
steep,0,3.76,1.18,0,29,1.0,125,Adjective,9561
antique,0,3.75,1.17,0,28,1.0,309,Adjective,14361
floral,0,3.75,1.27,0,28,1.0,37,Adjective,18686
erect,0,3.74,1.26,0,27,1.0,60,Adjective,14908
explosive,0,3.74,1.26,0,27,1.0,271,Adjective,11355
faint,0,3.74,1.02,0,27,1.0,473,Adjective,8143
jagged,0,3.74,1.25,0,23,1.0,29,Adjective,18187
outer,0,3.74,1.32,0,27,1.0,463,Adjective,6058
elastic,0,3.73,1.22,0,26,1.0,53,Adjective,21274
auburn,0,3.72,1.43,4,29,0.86,29,Adjective,12704
musical,0,3.72,1.31,1,30,0.97,671,Adjective,3315
sunken,0,3.72,1.25,0,32,1.0,46,Adjective,23470
asleep,0,3.71,1.41,0,28,1.0,2541,Adjective,6680
bladed,0,3.71,1.27,2,30,0.93,6,Adjective,27402
alpine,0,3.7,1.13,2,22,0.91,65,Adjective,10348
crisp,0,3.69,1.2,0,29,1.0,161,Adjective,15594
canned,0,3.68,1.25,0,28,1.0,214,Adjective,27141
elderly,0,3.68,1.35,0,25,1.0,209,Adjective,9750
winged,0,3.68,1.31,0,28,1.0,58,Adjective,14462
flowering,0,3.67,1.11,0,27,1.0,14,Adjective,10902
little,0,3.67,1.32,0,30,1.0,73766,Adjective,2210
mountainous,0,3.67,1.14,0,27,1.0,8,Adjective,14897
roasted,0,3.67,1.09,0,30,1.0,86,Adjective,28115
silent,0,3.67,1.45,0,30,1.0,1173,Adjective,4333
skeletal,0,3.67,1.47,0,27,1.0,24,Adjective,20415
big,0,3.66,1.56,0,29,1.0,34824,Adjective,2502
handicapped,0,3.66,1.23,0,29,1.0,136,Adjective,26920
hydraulic,0,3.66,1.32,1,30,0.97,58,Adjective,14761
offshore,0,3.65,1.38,1,27,0.96,115,Adjective,12195
fetal,0,3.64,1.52,0,25,1.0,59,Adjective,25972
indoor,0,3.64,1.47,0,28,1.0,68,Adjective,7169
wounded,0,3.64,1.47,0,28,1.0,992,Adjective,5303
adjacent,0,3.63,1.36,0,27,1.0,68,Adjective,5516
charred,0,3.63,1.5,0,30,1.0,38,Adjective,29030
digital,0,3.63,1.28,0,27,1.0,275,Adjective,3617
televised,0,3.63,1.33,0,27,1.0,42,Adjective,13762
creamy,0,3.62,1.39,0,26,1.0,60,Adjective,24519
facial,0,3.62,1.3,0,26,1.0,293,Adjective,13268
sheltered,0,3.62,1.06,0,24,1.0,53,Adjective,18304
spinal,0,3.62,1.35,0,29,1.0,218,Adjective,16492
stiff,0,3.62,1.32,0,29,1.0,523,Adjective,10551
short,0,3.61,1.41,0,23,1.0,4367,Adjective,2460
symmetrical,0,3.61,1.36,0,31,1.0,30,Adjective,23476
armed,0,3.6,1.28,0,30,1.0,1164,Adjective,4273
armored,0,3.59,1.45,0,29,1.0,166,Adjective,10612
blackened,0,3.59,1.27,1,30,0.97,16,Adjective,25788
full,0,3.59,1.19,0,27,1.0,8512,Adjective,2440
husky,0,3.59,1.45,0,29,1.0,81,Adjective,18758
messy,0,3.59,1.42,0,27,1.0,350,Adjective,18307
sloping,0,3.59,1.34,0,27,1.0,18,Adjective,24724
sticky,0,3.59,1.55,0,27,1.0,292,Adjective,15875
triple,0,3.59,1.22,0,27,1.0,479,Adjective,6420
upright,0,3.59,1.48,0,32,1.0,154,Adjective,10051
legged,0,3.58,1.06,2,28,0.93,7,Adjective,15817
soaked,0,3.58,1.42,0,26,1.0,159,Adjective,13077
herbal,0,3.57,1.17,0,28,1.0,82,Adjective,27849
monthly,0,3.57,1.53,0,28,1.0,152,Adjective,7058
skinny,0,3.57,1.55,0,28,1.0,713,Adjective,15629
stony,0,3.57,1.23,0,28,1.0,31,Adjective,16104
upward,0,3.57,1.48,0,28,1.0,86,Adjective,10745
brittle,0,3.56,1.37,0,27,1.0,71,Adjective,24650
chilly,0,3.56,1.34,0,27,1.0,220,Adjective,24222
electric,0,3.56,1.33,0,25,1.0,874,Adjective,3751
noisy,0,3.56,1.5,0,27,1.0,257,Adjective,20810
slender,0,3.56,1.05,0,27,1.0,38,Adjective,10944
warm,0,3.56,1.42,0,27,1.0,2659,Adjective,4010
clear,0,3.55,1.3,0,29,1.0,8763,Adjective,3154
edible,0,3.55,1.38,0,29,1.0,70,Adjective,21006
petite,0,3.55,1.43,0,29,1.0,54,Adjective,20146
searing,0,3.55,1.15,0,29,1.0,16,Adjective,25764
cylindrical,0,3.54,1.53,0,28,1.0,8,Adjective,18797
huge,0,3.54,1.35,0,28,1.0,2467,Adjective,4121
revolving,0,3.54,1.33,0,26,1.0,51,Adjective,24135
shorter,0,3.54,1.4,0,28,1.0,300,Adjective,7820
bigger,0,3.53,1.31,0,30,1.0,2765,Adjective,7046
cool,0,3.53,1.07,0,30,1.0,9990,Adjective,4658
filthy,0,3.53,1.36,0,30,1.0,838,Adjective,18294
alien,0,3.52,1.45,0,27,1.0,889,Adjective,7344
milky,0,3.52,1.34,0,27,1.0,95,Adjective,21582
patterned,0,3.52,1.29,2,27,0.93,12,Adjective,25336
teenage,0,3.52,1.48,0,27,1.0,350,Adjective,9454
veterinary,0,3.52,1.34,0,27,1.0,35,Adjective,15651
identical,0,3.5,1.43,0,30,1.0,282,Adjective,7235
junior,0,3.5,1.26,0,28,1.0,1825,Adjective,3502
lateral,0,3.5,1.3,1,27,0.96,78,Adjective,11457
oriental,0,3.5,1.26,0,28,1.0,133,Adjective,11481
shaded,0,3.5,1.4,0,28,1.0,8,Adjective,25273
uniformed,0,3.5,1.29,0,28,1.0,29,Adjective,25189
vacant,0,3.5,1.4,0,28,1.0,135,Adjective,10030
wavy,0,3.5,1.4,0,28,1.0,28,Adjective,23098
adolescent,0,3.48,1.45,0,29,1.0,94,Adjective,20274
criminal,0,3.48,1.48,1,28,0.96,1758,Adjective,4735
darkened,0,3.48,1.31,0,27,1.0,40,Adjective,13755
drunk,0,3.48,1.35,0,29,1.0,3904,Adjective,7144
glossy,0,3.48,1.4,0,27,1.0,24,Adjective,19504
humid,0,3.48,1.09,0,29,1.0,45,Adjective,14178
vertical,0,3.48,1.6,0,27,1.0,141,Adjective,7471
gray,0,3.46,1.53,0,28,1.0,1077,Adjective,3897
high,0,3.46,1.39,0,26,1.0,9945,Adjective,2152
horizontal,0,3.46,1.45,0,28,1.0,77,Adjective,9876
microscopic,0,3.46,1.5,0,28,1.0,58,Adjective,26396
miniature,0,3.46,1.26,0,28,1.0,128,Adjective,12973
rigid,0,3.46,1.41,0,24,1.0,95,Adjective,11841
airborne,0,3.45,1.57,0,29,1.0,215,Adjective,10519
elongated,0,3.45,1.06,0,29,1.0,16,Adjective,17876
linear,0,3.45,1.35,0,29,1.0,28,Adjective,7399
oral,0,3.45,1.38,0,29,1.0,220,Adjective,8700
shallow,0,3.45,1.4,0,29,1.0,301,Adjective,8467
aquatic,0,3.44,1.39,1,26,0.96,28,Adjective,13582
flipping,0,3.44,1.34,0,27,1.0,149,Adjective,18497
mass,0,3.44,1.6,1,28,0.96,880,Adjective,3742
remote,0,3.44,1.48,0,27,1.0,713,Adjective,6556
empty,0,3.43,1.5,0,30,1.0,2409,Adjective,4064
painful,0,3.43,1.38,0,30,1.0,773,Adjective,9145
shattering,0,3.43,1.43,1,29,0.97,39,Adjective,21797
urban,0,3.43,1.29,1,29,0.97,237,Adjective,3923
reddish,0,3.42,1.42,1,27,0.96,10,Adjective,14182
beige,0,3.41,1.59,0,29,1.0,69,Adjective,28799
safe,0,3.41,1.55,0,29,1.0,7303,Adjective,3647
geometric,0,3.4,1.16,0,30,1.0,23,Adjective,14965
magnetic,0,3.4,1.3,0,30,1.0,215,Adjective,8060
shaky,0,3.4,1.44,0,25,1.0,151,Adjective,15311
binding,0,3.39,1.5,0,28,1.0,111,Adjective,8031
electrical,0,3.39,1.31,0,28,1.0,440,Adjective,5992
shining,0,3.39,1.31,0,28,1.0,501,Adjective,9716
deep,0,3.38,1.35,0,29,1.0,3896,Adjective,2784
frontal,0,3.38,1.5,0,29,1.0,96,Adjective,19124
hotter,0,3.38,1.58,1,27,0.96,238,Adjective,22302
double,0,3.37,1.35,0,30,1.0,3198,Adjective,3313
heavy,0,3.37,1.47,0,27,1.0,2412,Adjective,3082
large,0,3.37,1.4,0,30,1.0,2114,Adjective,2312
unbroken,0,3.37,1.27,0,30,1.0,20,Adjective,29505
upper,0,3.37,1.61,0,30,1.0,616,Adjective,3356
clearer,0,3.36,1.38,0,25,1.0,138,Adjective,24509
tall,0,3.36,1.39,0,28,1.0,1649,Adjective,4206
curved,0,3.35,1.35,0,26,1.0,31,Adjective,9203
raw,0,3.35,1.38,0,26,1.0,519,Adjective,6315
sheer,0,3.35,1.47,0,31,1.0,233,Adjective,11591
infrared,0,3.34,1.59,0,29,1.0,155,Adjective,14611
low,0,3.34,1.47,0,29,1.0,3016,Adjective,2659
robotic,0,3.33,1.11,0,27,1.0,34,Adjective,20478
roman,0,3.33,1.39,0,27,1.0,534,Adjective,3142
shiny,0,3.33,1.49,0,27,1.0,398,Adjective,12538
active,0,3.32,1.25,0,28,1.0,584,Adjective,3161
awake,0,3.32,1.25,0,28,1.0,1362,Adjective,8300
static,0,3.32,1.54,0,28,1.0,254,Adjective,10763
healthy,0,3.31,1.38,0,26,1.0,1262,Adjective,7965
juvenile,0,3.31,1.2,0,29,1.0,261,Adjective,11799
perpendicular,0,3.31,1.26,0,26,1.0,10,Adjective,19581
physical,0,3.31,1.49,0,29,1.0,1386,Adjective,3558
seasoned,0,3.31,1.31,0,29,1.0,50,Adjective,28223
solitary,0,3.31,1.37,0,29,1.0,174,Adjective,14348
sparkling,0,3.31,1.16,0,26,1.0,102,Adjective,16619
spicy,0,3.31,1.52,0,26,1.0,169,Adjective,25482
swell,0,3.31,1.44,0,26,1.0,1061,Adjective,18370
drunken,0,3.3,1.3,0,27,1.0,315,Adjective,15967
electronic,0,3.3,1.44,0,30,1.0,350,Adjective,4816
gripping,0,3.3,1.42,0,30,1.0,26,Adjective,13940
outstretched,0,3.3,1.49,0,30,1.0,20,Adjective,21059
ripe,0,3.3,1.6,0,30,1.0,213,Adjective,22503
agricultural,0,3.29,1.24,0,28,1.0,48,Adjective,4910
composite,0,3.29,1.49,0,28,1.0,64,Adjective,12490
stainless,0,3.29,1.54,0,28,1.0,37,Adjective,18676
warmer,0,3.29,1.24,0,28,1.0,184,Adjective,16676
acoustic,0,3.28,1.19,1,30,0.97,49,Adjective,6490
bilingual,0,3.28,1.67,0,29,1.0,19,Adjective,17636
crowded,0,3.28,1.44,0,29,1.0,456,Adjective,10789
overgrown,0,3.28,1.33,0,29,1.0,49,Adjective,26433
slow,0,3.28,1.25,0,29,1.0,3877,Adjective,4030
weekly,0,3.28,1.36,0,29,1.0,237,Adjective,4882
adjustable,0,3.27,1.26,0,30,1.0,16,Adjective,26404
deaf,0,3.27,1.43,0,26,1.0,741,Adjective,12419
overlapping,0,3.27,1.31,0,26,1.0,46,Adjective,20567
single,0,3.27,1.35,0,22,1.0,3676,Adjective,2309
suburban,0,3.27,1.4,2,28,0.93,117,Adjective,9282
whitish,0,3.27,1.35,4,26,0.85,1,Adjective,16800
multiple,0,3.26,1.35,0,27,1.0,540,Adjective,3674
arching,0,3.25,1.32,0,28,1.0,6,Adjective,27335
coarse,0,3.25,1.35,0,28,1.0,69,Adjective,20392
inverted,0,3.25,1.17,0,28,1.0,40,Adjective,20037
respiratory,0,3.25,1.4,0,28,1.0,142,Adjective,16464
separate,0,3.25,1.24,0,28,1.0,1107,Adjective,3584
tropical,0,3.25,1.4,0,28,1.0,163,Adjective,5133
whole,0,3.25,1.62,0,28,1.0,19660,Adjective,2878
brownish,0,3.24,1.38,0,29,1.0,12,Adjective,19437
commercial,0,3.24,1.55,0,29,1.0,829,Adjective,3293
conical,0,3.24,1.45,2,27,0.93,7,Adjective,24750
lengthy,0,3.24,1.43,1,30,0.97,37,Adjective,12401
mute,0,3.24,1.33,0,29,1.0,127,Adjective,20101
audible,0,3.23,1.61,0,30,1.0,36,Adjective,19525
fiery,0,3.23,1.55,0,30,1.0,103,Adjective,15443
sore,0,3.23,1.55,0,30,1.0,765,Adjective,14699
small,0,3.22,1.67,0,27,1.0,6373,Adjective,2235
ultraviolet,0,3.22,1.34,0,27,1.0,32,Adjective,26299
vaulted,0,3.22,1.25,0,27,1.0,8,Adjective,24616
bare,0,3.21,1.21,0,29,1.0,425,Adjective,6436
disabled,0,3.21,1.35,0,29,1.0,177,Adjective,9776
due,0,3.21,1.57,0,29,1.0,2275,Adjective,2349
geographic,0,3.21,1.5,0,29,1.0,67,Adjective,9183
massive,0,3.21,1.32,0,28,1.0,508,Adjective,5294
thermal,0,3.21,1.29,0,29,1.0,112,Adjective,9829
barren,0,3.2,1.53,2,27,0.93,75,Adjective,20225
close,0,3.2,1.32,0,30,1.0,11191,Adjective,2485
graphic,0,3.2,1.35,0,30,1.0,119,Adjective,8425
molten,0,3.2,1.32,0,30,1.0,59,Adjective,23548
older,0,3.19,1.42,0,27,1.0,2135,Adjective,3080
ornate,0,3.19,1.36,1,27,0.96,10,Adjective,18099
accelerated,0,3.18,1.36,0,28,1.0,49,Adjective,14613
loose,0,3.18,1.31,1,29,0.97,2131,Adjective,6065
orphaned,0,3.18,1.39,0,28,1.0,20,Adjective,27093
polar,0,3.18,1.49,0,28,1.0,135,Adjective,11508
transparent,0,3.18,1.09,0,28,1.0,92,Adjective,13338
blinding,0,3.17,1.46,0,30,1.0,75,Adjective,19709
mechanical,0,3.17,1.28,0,29,1.0,250,Adjective,6228
scented,0,3.17,1.31,0,29,1.0,46,Adjective,25738
yearly,0,3.17,1.56,0,30,1.0,45,Adjective,12142
current,0,3.16,1.62,1,26,0.96,869,Adjective,2783
downward,0,3.16,1.37,0,25,1.0,60,Adjective,14047
parallel,0,3.16,1.29,0,31,1.0,224,Adjective,5903
young,0,3.16,1.46,0,25,1.0,12402,Adjective,2402
daily,0,3.15,1.61,0,27,1.0,797,Adjective,3679
fisted,0,3.15,1.51,0,27,1.0,1,Adjective,28273
hazy,0,3.15,1.22,0,26,1.0,41,Adjective,26710
narrower,0,3.15,1.46,2,28,0.93,11,Adjective,22546
oblique,0,3.15,1.59,2,28,0.93,23,Adjective,20658
translucent,0,3.15,1.38,0,27,1.0,13,Adjective,22897
alive,0,3.14,1.58,0,28,1.0,7878,Adjective,4142
bracing,0,3.14,1.33,0,29,1.0,23,Adjective,25919
dense,0,3.14,1.53,0,29,1.0,108,Adjective,9742
metric,0,3.14,1.41,0,29,1.0,25,Adjective,12046
radioactive,0,3.14,1.36,1,30,0.97,163,Adjective,17669
rotary,0,3.14,1.53,0,28,1.0,27,Adjective,16933
royal,0,3.14,1.35,0,28,1.0,1185,Adjective,2548
sour,0,3.14,1.6,0,29,1.0,297,Adjective,14768
strong,0,3.14,1.35,0,28,1.0,4430,Adjective,2844
tidal,0,3.14,1.48,2,30,0.93,53,Adjective,15065
wee,0,3.14,1.66,0,29,1.0,434,Adjective,16776
expensive,0,3.13,1.36,0,30,1.0,1425,Adjective,6450
northern,0,3.13,1.46,0,30,1.0,362,Adjective,2642
toxic,0,3.13,1.39,0,23,1.0,250,Adjective,11704
aboriginal,0,3.12,1.34,2,28,0.93,9,Adjective,9757
blank,0,3.12,1.66,0,26,1.0,495,Adjective,8744
golden,0,3.12,1.45,0,24,1.0,1187,Adjective,3585
luminous,0,3.12,1.33,1,25,0.96,39,Adjective,25567
venetian,0,3.12,1.56,3,29,0.9,36,Adjective,15510
cellular,0,3.11,1.55,1,28,0.96,145,Adjective,12562
eastern,0,3.11,1.42,0,28,1.0,414,Adjective,2789
orbital,0,3.11,1.53,3,30,0.9,64,Adjective,13943
tiny,0,3.11,1.48,0,27,1.0,1643,Adjective,4714
greenish,0,3.1,1.32,0,29,1.0,8,Adjective,23753
layered,0,3.1,1.45,0,29,1.0,11,Adjective,21323
numb,0,3.1,1.6,0,30,1.0,249,Adjective,15903
ragged,0,3.1,1.23,0,29,1.0,80,Adjective,14202
rhythmic,0,3.1,1.4,0,30,1.0,52,Adjective,14797
thrusting,0,3.1,1.5,0,29,1.0,15,Adjective,21468
violent,0,3.1,1.37,0,29,1.0,850,Adjective,6355
dental,0,3.08,1.53,0,25,1.0,315,Adjective,11394
visible,0,3.08,1.62,2,28,0.93,253,Adjective,5710
angular,0,3.07,1.46,1,30,0.97,7,Adjective,16108
biggest,0,3.07,1.28,0,29,1.0,2085,Adjective,5221
blunt,0,3.07,1.41,0,29,1.0,250,Adjective,14969
clean,0,3.07,1.41,0,28,1.0,6183,Adjective,4550
dual,0,3.07,1.44,0,28,1.0,57,Adjective,7037
harmonic,0,3.07,1.44,1,29,0.97,11,Adjective,19452
hoarse,0,3.07,1.41,0,27,1.0,25,Adjective,21221
medical,0,3.07,1.33,0,27,1.0,2774,Adjective,2966
numerical,0,3.07,1.56,0,29,1.0,20,Adjective,15973
peripheral,0,3.07,1.41,0,28,1.0,49,Adjective,15965
postal,0,3.07,1.41,1,30,0.97,96,Adjective,10690
raging,0,3.07,1.49,0,28,1.0,165,Adjective,17559
rapid,0,3.07,1.39,0,30,1.0,223,Adjective,5915
sad,0,3.07,1.58,0,29,1.0,3232,Adjective,6517
scenic,0,3.07,1.44,1,28,0.96,53,Adjective,12916
secluded,0,3.07,1.21,0,28,1.0,52,Adjective,27044
uneven,0,3.07,1.51,0,29,1.0,39,Adjective,17837
weathered,0,3.07,1.39,0,28,1.0,17,Adjective,28445
wholesale,0,3.07,1.58,0,29,1.0,85,Adjective,17264
wide,0,3.06,1.29,0,31,1.0,1214,Adjective,2898
battered,0,3.04,1.43,0,27,1.0,57,Adjective,17548
